School Year,School Authority Category,School Authority Name,School Authority Code,School Name,School Code,ECS,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Total
2019-2020,Public,The Calgary School Division,3030,Elboya School,9627,26,45,43,50,36,96,115,110,101,87,,,,709
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Anthony,8515,,,2,2,3,2,,3,1,2,4,1,7,27
2019-2020,Public,The Calgary School Division,3030,Connaught School,9114,79,80,56,63,51,36,44,,,,,,,409
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Albert the Great,1336,45,42,43,43,49,48,57,86,99,92,,,,604
2019-2020,Public,The Calgary School Division,3030,Bowness High School,9847,,,,,,,,,,,391,381,254,1026
2019-2020,Public,The Calgary School Division,3030,Ian Bazalgette School,9613,,,,,,,144,135,138,113,,,,530
2019-2020,Public,The Calgary School Division,3030,Vista Heights School,9239,28,21,27,21,20,22,26,,,,,,,165
2019-2020,Public,The Calgary School Division,3030,Mayland Heights School,9223,72,76,83,74,63,63,27,,,,,,,458
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Timothy,1225,,,,,,,,64,75,50,45,61,61,356
2019-2020,Public,The Calgary School Division,3030,New Brighton School,2072,132,133,118,133,105,,1,,,,,,,622
2019-2020,Public,The Calgary School Division,3030,Tom Baines School,9690,,,,,,,157,238,228,216,,,,839
2016_2017,Private,Montessori School of Calgary,9925,Montessori School of Calgary,254,15,9,4,8,4,8,,,,,,,,48
2019-2020,Public,The Calgary School Division,3030,Dr. Gordon Townsend School,9886,,,1,3,1,3,1,2,4,2,,1,,18
2019-2020,Public,The Calgary School Division,3030,Auburn Bay School,2085,133,136,151,142,109,1,,,,,,,,672
2019-2020,Public,The Calgary School Division,3030,Sam Livingston School,9354,89,87,117,83,86,,,,,,,,,462
2019-2020,Public,The Calgary School Division,3030,Harold Panabaker School,9643,,,,,,17,24,86,82,108,,,,317
2019-2020,Public,The Calgary School Division,3030,Centennial High School,1224,,,,,,,,,,,463,481,556,1500
2019-2020,Public,The Calgary School Division,3030,G.W. Skene School,9351,,,,64,73,66,4,,,,,,,207
2019-2020,Public,The Calgary School Division,3030,Canyon Meadows School,9355,82,80,75,66,61,61,,,,,,,,425
2019-2020,Private,The Calgary Jewish Academy,9633,Calgary Jewish Academy,9911,29,30,38,23,37,30,23,18,5,11,,,,244
2019-2020,Public,The Calgary School Division,3030,Colonel Walker School,9602,24,23,19,22,15,13,10,,,,,,,126
2019-2020,Public,The Calgary School Division,3030,Douglasdale School,596,82,60,76,80,72,1,1,,,,,,,372
2019-2020,Public,The Calgary School Division,3030,Marshall Springs School,2069,,,,,134,121,162,150,123,145,,,,835
2019-2020,Public,The Calgary School Division,3030,Bishop Pinkham School,9645,,,,,,,,174,158,145,,,,477
2019-2020,Public,The Calgary School Division,3030,Simons Valley School,9383,73,92,92,87,103,105,90,,,,,,,642
2019-2020,Public,The Calgary School Division,3030,University School,9237,40,53,64,70,54,39,38,,,,,,,358
2019-2020,Private,Calgary Urban Project Society,155,One World Child Development Centre,1162,53,,,,,,,,,,,,,53
2019-2020,Public,The Calgary School Division,3030,Colonel Sanders School,1053,,92,90,90,88,,,,,,,,,360
2019-2020,Public,The Calgary School Division,3030,Eugene Coste School,9311,53,77,63,48,75,31,,,,,,,,347
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,Mother Mary Greene School,8553,46,46,47,32,40,40,42,,,,,,,293
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Alphonsus Elementary Junior High School,8706,14,28,32,24,37,43,45,82,68,50,,,,423
2019-2020,Public,The Calgary School Division,3030,Dr. Gordon Higgins School,9346,,,,,,,,179,171,175,,,,525
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,Junior High Fresh Start Outreach Program,1688,,,,,,,,1,1,1,,,,3
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,Monsignor J. J. O'Brien,589,58,67,70,69,58,73,69,84,105,113,,,,766
2019-2020,Public,The Calgary School Division,3030,Twelve Mile Coulee School,1678,,,,,,160,187,188,180,179,,,,894
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Elizabeth Seton,588,25,33,38,42,45,43,65,142,121,149,,,,703
2019-2020,Public,The Calgary School Division,3030,West Ridge School,2087,,,,,,157,183,199,154,150,,,,843
2019-2020,Public,The Calgary School Division,3030,James Fowler High School,9825,,,,,,,,,,,251,234,322,807
2019-2020,Public,The Calgary School Division,3030,Briar Hill School,9205,34,37,36,41,32,29,29,,,,,,,238
2019-2020,Public,The Calgary School Division,3030,Mount View School,9224,24,23,16,30,21,25,21,,,,,,,160
2019-2020,Public,The Calgary School Division,3030,All Boys Alternative Program,1579,9,13,19,10,22,16,15,,,,,,,104
2019-2020,Public,The Calgary School Division,3030,King George School,9608,117,111,99,92,74,69,,,,,,,,562
2019-2020,Public,The Calgary School Division,3030,Wildwood School,9141,55,54,44,65,50,46,64,,,,,,,378
2019-2020,Private,Calgary Academy Society,9131,Calgary Academy,9908,,3,3,12,27,40,49,63,47,71,81,53,30,479
2019-2020,Public,The Calgary School Division,3030,National Sport School,9830,,,,,,,,,,26,61,56,69,212
2019-2020,Public,The Calgary School Division,3030,Peter Lougheed School,2068,,,,,,165,205,200,210,170,,,,950
2019-2020,Public,The Calgary School Division,3030,Louis Riel School,9625,38,62,46,52,114,89,117,120,115,109,,,,862
2019-2020,Public,The Calgary School Division,3030,Annie Gale School,9686,,,,,,,60,161,158,166,,,,545
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Jean Brebeuf School,8703,,,,,,,,141,148,154,,,,443
2019-2020,Public,The Calgary School Division,3030,Thorncliffe School,9235,111,23,22,35,34,21,19,,,,,,,265
2019-2020,Public,The Calgary School Division,3030,Balmoral School,9601,,,,,,105,110,103,121,119,,,,558
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,Blessed Cardinal Newman,8731,48,55,56,47,77,72,62,99,77,93,,,,686
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Cecilia (Bilingual) Elementary School,8513,42,42,50,42,51,48,37,,,,,,,312
2019-2020,Public,The Calgary School Division,3030,Ernest Manning High School,9826,,,,,,,,,,,674,692,629,1995
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,Bishop McNally High School,8907,,,,,,,,,,,448,436,519,1403
2019-2020,Public,The Calgary School Division,3030,Central Memorial High School,9823,,,,,,,,,,2,391,391,409,1193
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Dominic School,8531,20,28,34,40,34,35,49,,,,,,,240
2019-2020,Public,The Calgary School Division,3030,Glendale School,9143,25,21,35,30,31,29,34,,,,,,,205
2019-2020,Public,The Calgary School Division,3030,Belfast School,9203,33,25,36,35,22,38,27,,,,,,,216
2019-2020,Public,The Calgary School Division,3030,Captain John Palliser School,9210,68,79,57,60,70,109,81,,,,,,,524
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,Father Lacombe School,8903,,,,,,,,,,,385,387,385,1157
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,Holy Spirit Catholic School,5280,33,44,45,45,50,63,64,,,,,,,344
2019-2020,Private,Montessori Children's House Charity Foundation of Calgary,251,Montessori Children's House Academy Ltd #3,1596,17,,,,,,,,,,,,,17
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,Monsignor E. L. Doyle Elementary School,8555,29,28,36,37,32,29,40,,,,,,,231
2019-2020,Public,The Calgary School Division,3030,Dr. Oakley School,9630,,,,6,25,41,46,17,20,3,1,3,2,164
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,Guardian Angel School,2156,57,56,59,42,41,43,42,,,,,,,340
2019-2020,Public,The Calgary School Division,3030,Dr. George Stanley School,2084,,,,,142,154,158,151,113,106,,,,824
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. John Paul II School,8549,35,44,59,50,45,57,48,,,,,,,338
2019-2020,Public,The Calgary School Division,3030,Christine Meikle School,9037,,,,,,,2,9,25,23,18,21,22,120
2019-2020,Public,The Calgary School Division,3030,Annie Foote School,9377,80,91,94,71,73,81,52,,,,,,,542
2019-2020,Public,The Calgary School Division,3030,West Dalhousie School,9344,39,43,32,47,45,50,63,,,,,,,319
2019-2020,Public,The Calgary School Division,3030,Rundle School,9358,92,92,73,89,81,72,58,,,,,,,557
2019-2020,Public,The Calgary School Division,3030,Young Adult Program,9512,,1,,3,1,,1,1,2,5,8,6,12,40
2019-2020,Public,The Calgary School Division,3030,Adolescent Day Treatment Program,1749,,,,,,,,,1,2,9,4,9,25
2017_2018,Public,Calgary School District No. 19,3030,Terry Fox School,9689,,,,,,,,125,115,143,,,,383
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,Sanctuary Outreach,1554,,,,,,,,,,,9,5,6,20
2019-2020,Public,The Calgary School Division,3030,Jennie Elliott School,9103,89,87,97,84,70,76,55,,,,,,,558
2019-2020,Public,The Calgary School Division,3030,Robert Thirsk School,1679,,,,,,,,,,,355,430,455,1240
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Thomas More School,8544,29,50,56,37,35,27,48,,,,,,,282
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,Notre Dame High School,1275,,,,,,,,,,,555,608,583,1746
2019-2020,Public,The Calgary School Division,3030,Bridlewood School,1498,58,58,69,74,75,82,69,,,,,,,485
2019-2020,Public,The Calgary School Division,3030,Chinook Park School,9306,48,64,71,58,75,58,63,,,,,,,437
2019-2020,Public,The Calgary School Division,3030,Somerset School,1099,36,44,61,40,48,1,1,,,,,,,231
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,Monsignor J. S. Smith School,313,23,32,32,42,32,43,28,90,70,60,,,,452
2019-2020,Public,The Calgary School Division,3030,William D. Pratt School,2067,,,,,129,148,152,172,161,168,,,,930
2019-2020,Public,The Calgary School Division,3030,Cranston School,1499,123,135,124,141,,,,,,,,,,523
2019-2020,Public,The Calgary School Division,3030,Louise Dean School,9626,,,,,,,,,,,13,23,52,88
2019-2020,Public,The Calgary School Division,3030,Hawkwood School,9273,72,77,97,73,95,107,93,,,,,,,614
2019-2020,Public,The Calgary School Division,3030,Roland Michener School,9250,26,18,37,24,54,42,,,,,,,,201
2019-2020,Public,The Calgary School Division,3030,Chaparral School,1331,63,56,75,82,66,69,88,,,,,,,499
2019-2020,Public,The Calgary School Division,3030,Coventry Hills School,1038,144,124,164,150,,,,,,,,,,582
2019-2020,Public,The Calgary School Division,3030,Lester B. Pearson High School,9865,,,,,,,,,,,535,528,553,1616
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,Don Bosco School,8727,49,24,35,32,24,21,27,20,27,29,,,,288
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Veronica School,2259,45,46,49,46,66,48,69,,,,,,,369
2019-2020,Public,The Calgary School Division,3030,Dr. Martha Cohen School,2070,,,,,,200,182,196,156,132,,,,866
2019-2020,Public,The Calgary School Division,3030,Willow Park School,9331,,,,,,88,115,147,144,124,,,,618
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,Our Lady Queen of Peace Elementary School,5270,74,83,78,84,123,89,90,118,,,,,,739
2019-2020,Public,The Calgary School Division,3030,Fairview School,9633,,,,,158,163,159,151,122,118,,,,871
2019-2020,Public,The Calgary School Division,3030,Midnapore School,9363,74,69,73,71,68,41,35,,,,,,,431
2019-2020,Private,Montessori Children's House Charity Foundation of Calgary,251,Montessori Children's House Academy Ltd #2,1595,9,,,,,,,,,,,,,9
2019-2020,Public,The Calgary School Division,3030,Taradale School,1450,138,144,133,148,119,,,,,,,,,682
2019-2020,Public,The Calgary School Division,3030,Alex Munro School,9261,53,40,46,46,45,40,34,,,,,,,304
2019-2020,Public,The Calgary School Division,3030,Crossing Park School,536,86,81,106,92,97,109,108,160,143,154,,,,1136
2019-2020,Public,The Calgary School Division,3030,Marion Carson School,9241,64,97,87,87,97,55,59,,,,,,,546
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,Our Lady of the Evergreens Catholic School,1485,65,72,63,74,68,71,84,,,,,,,497
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,Sacred Heart Elementary School,8705,41,30,30,21,35,29,24,,,,,,,210
2019-2020,Public,The Calgary School Division,3030,Calgary Home Education,9425,,12,17,27,28,19,34,30,21,17,3,,2,210
2019-2020,Public,The Calgary School Division,3030,Patrick Airlie School,9327,38,30,33,33,41,32,,,,,,,,207
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Gregory School,8710,,,,,,,,148,115,141,,,,404
2019-2020,Public,The Calgary School Division,3030,Huntington Hills School,9219,21,30,33,33,25,46,56,,,,,,,244
2019-2020,Public,The Calgary School Division,3030,Mountain Park School,1333,,,,,,164,122,158,136,172,,,,752
2019-2020,Public,The Calgary School Division,3030,Branton School,9621,,,,,,,85,199,240,213,,,,737
2019-2020,Public,The Calgary School Division,3030,Sir Wilfrid Laurier School,9648,,,,,,,129,125,117,103,,,,474
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Bede Elementary School,8545,75,66,60,41,45,44,38,,,,,,,369
2019-2020,Public,The Calgary School Division,3030,West View School,9687,,,,,,,,,,7,5,5,33,50
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Luke Bilingual Elementary School,8521,61,55,58,59,55,53,42,,,,,,,383
2019-2020,Public,The Calgary School Division,3030,Dr. Gladys McKelvie Egbert,9350,,,,,,,126,119,113,114,,,,472
2019-2020,Public,The Calgary School Division,3030,Highwood School,9217,73,74,68,67,67,,,,,,,,,349
2019-2020,Private,The PREP Program - A Calgary Society to Promote Education for Individuals with Down Syndrome,9894,The PREP Program,230,17,,,,,,,,,,,,,17
2019-2020,Public,The Calgary School Division,3030,H. D. Cartwright School,9660,,,,,,,,136,157,156,,,,449
2019-2020,Public,The Calgary School Division,3030,Ramsay School,9130,40,26,20,20,25,15,18,,,,,,,164
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Joseph Elementary Junior High School,8713,35,39,47,39,41,39,47,55,46,52,,,,440
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Jerome Elementary School,1340,83,93,79,99,103,103,99,,,,,,,659
2019-2020,Public,The Calgary School Division,3030,Grant MacEwan School,9378,57,49,65,58,66,53,52,,,,,,,400
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Anne Academic Centre,8906,,1,3,1,1,,2,1,3,6,,4,934,956
2019-2020,Public,The Calgary School Division,3030,Georges P. Vanier School,9635,,,,,,,50,146,135,104,,,,435
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Martin De Porres High School,346,,,,,,,,,185,160,156,152,114,767
2019-2020,Public,The Calgary School Division,3030,Discovering Choices,9868,,,,,,,,,,,15,70,526,611
2019-2020,Public,The Calgary School Division,3030,Haultain Memorial School,9362,33,30,27,33,29,30,20,,,,,,,202
2019-2020,Public,The Calgary School Division,3030,Marlborough School,9322,46,52,40,36,48,35,,,,,,,,257
2019-2020,Public,The Calgary School Division,3030,Niitsitapi Learning Centre,2123,100,46,37,,,,,,,,,,,183
2019-2020,Public,The Calgary School Division,3030,Colonel J. Fred Scott School,9348,61,65,79,69,72,55,70,,,,,,,471
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,Father Doucet School,8551,48,39,58,54,50,45,44,,,,,,,338
2019-2020,Public,The Calgary School Division,3030,West Dover School,9357,37,29,51,35,50,40,1,,,,,,,243
2019-2020,Public,The Calgary School Division,3030,Nellie McClung School,9333,41,52,64,62,43,42,41,,,,,,,345
2019-2020,Public,The Calgary School Division,3030,Terrace Road School,9138,27,26,23,25,17,30,18,,,,,,,166
2019-2020,Private,"Maria Montessori Education Centre of Calgary, Ltd.",212,Maria Montessori School,1410,35,26,23,28,20,16,9,7,5,3,,,,172
2019-2020,Public,The Calgary School Division,3030,Royal Oak School,1519,116,126,123,129,,,,,,,,,,494
2019-2020,Public,The Calgary School Division,3030,Stanley Jones School,9233,46,45,48,40,59,63,73,53,52,46,,,,525
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Vincent De Paul Elementary Junior High School,8528,41,39,40,30,34,43,34,63,55,53,,,,432
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Wilfrid Elementary School,8541,69,45,43,42,35,56,62,,,,,,,352
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Isabella School,1680,79,71,83,82,86,94,101,108,98,82,,,,884
2019-2020,Public,The Calgary School Division,3030,Henry Wise Wood High School,9836,,,,,,,,,,,458,434,424,1316
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,Monsignor A. J. Hetherington Elementary School,8557,66,27,26,29,30,29,35,,,,,,,242
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Brigid,1119,28,49,47,46,51,53,54,49,69,58,,,,504
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,Divine Mercy School,2189,132,122,107,77,82,73,49,,,,,,,642
